Chunk,Operator,Text,Pitch (Hz),Jitter,Shimmer,Gender,Voice State,WPM,Avg Sentence Length,Stutters,Clarity,Timestamp
42,final4,,27.5,0.0,0.0,Male,Normal,0.0,0,0,Too slow - possible hesitation or mental fatigue,2025-08-15 15:31:13
43,final4,,27.5,0.0,0.0,Male,Normal,0.0,0,0,Too slow - possible hesitation or mental fatigue,2025-08-15 15:31:19
44,final4,,27.5,0.0,0.0,Male,Normal,0.0,0,0,Too slow - possible hesitation or mental fatigue,2025-08-15 15:31:25
45,final4,,27.5,0.0,0.0,Male,Normal,0.0,0,0,Too slow - possible hesitation or mental fatigue,2025-08-15 15:31:31
46,final4,,27.5,0.0,0.0,Male,Normal,0.0,0,0,Too slow - possible hesitation or mental fatigue,2025-08-15 15:31:37
47,final4,,27.5,0.0,0.0,Male,Normal,0.0,0,0,Too slow - possible hesitation or mental fatigue,2025-08-15 15:31:43
48,final4,,27.5,0.0,0.0,Male,Normal,0.0,0,0,Too slow - possible hesitation or mental fatigue,2025-08-15 15:31:49
49,final4,,27.5,0.0,0.0,Male,Normal,0.0,0,0,Too slow - possible hesitation or mental fatigue,2025-08-15 15:31:55
50,final4,,27.5,0.0,0.0,Male,Normal,0.0,0,0,Too slow - possible hesitation or mental fatigue,2025-08-15 15:32:01
51,final4,,27.5,0.0,0.0,Male,Normal,0.0,0,0,Too slow - possible hesitation or mental fatigue,2025-08-15 15:32:07
52,final4,,27.5,0.0,0.0,Male,Normal,0.0,0,0,Too slow - possible hesitation or mental fatigue,2025-08-15 15:32:13
53,final4,,27.5,0.0,0.0,Male,Normal,0.0,0,0,Too slow - possible hesitation or mental fatigue,2025-08-15 15:32:19
54,final4,,27.5,0.0,0.0,Male,Normal,0.0,0,0,Too slow - possible hesitation or mental fatigue,2025-08-15 15:32:25
55,final4,,27.5,0.0,0.0,Male,Normal,0.0,0,0,Too slow - possible hesitation or mental fatigue,2025-08-15 15:32:31
56,final4,,27.5,0.0,0.0,Male,Normal,0.0,0,0,Too slow - possible hesitation or mental fatigue,2025-08-15 15:32:37
57,final4,,27.5,0.0,0.0,Male,Normal,0.0,0,0,Too slow - possible hesitation or mental fatigue,2025-08-15 15:32:43
58,final4,,27.5,0.0,0.0,Male,Normal,0.0,0,0,Too slow - possible hesitation or mental fatigue,2025-08-15 15:32:49
59,final4,,27.5,0.0,0.0,Male,Normal,0.0,0,0,Too slow - possible hesitation or mental fatigue,2025-08-15 15:32:55
60,final4,,27.5,0.0,0.0,Male,Normal,0.0,0,0,Too slow - possible hesitation or mental fatigue,2025-08-15 15:33:01
61,final4,,27.5,0.0,0.0,Male,Normal,0.0,0,0,Too slow - possible hesitation or mental fatigue,2025-08-15 15:33:07
62,final4,,27.5,0.0,0.0,Male,Normal,0.0,0,0,Too slow - possible hesitation or mental fatigue,2025-08-15 15:33:13
63,final4,,27.5,0.0,0.0,Male,Normal,0.0,0,0,Too slow - possible hesitation or mental fatigue,2025-08-15 15:33:19
64,final4,,27.5,0.0,0.0,Male,Normal,0.0,0,0,Too slow - possible hesitation or mental fatigue,2025-08-15 15:33:25
65,final4,,27.5,0.0,0.0,Male,Normal,0.0,0,0,Too slow - possible hesitation or mental fatigue,2025-08-15 15:33:31
66,final4,,27.5,0.0,0.0,Male,Normal,0.0,0,0,Too slow - possible hesitation or mental fatigue,2025-08-15 15:33:37
67,final4,,27.5,0.0,0.0,Male,Normal,0.0,0,0,Too slow - possible hesitation or mental fatigue,2025-08-15 15:33:43
68,final4,,27.5,0.0,0.0,Male,Normal,0.0,0,0,Too slow - possible hesitation or mental fatigue,2025-08-15 15:33:49
69,final4,,27.5,0.0,0.0,Male,Normal,0.0,0,0,Too slow - possible hesitation or mental fatigue,2025-08-15 15:33:55
70,final4,,27.5,0.0,0.0,Male,Normal,0.0,0,0,Too slow - possible hesitation or mental fatigue,2025-08-15 15:34:01
71,final4,,27.5,0.0,0.0,Male,Normal,0.0,0,0,Too slow - possible hesitation or mental fatigue,2025-08-15 15:34:07
72,final4,,27.5,0.0,0.0,Male,Normal,0.0,0,0,Too slow - possible hesitation or mental fatigue,2025-08-15 15:34:13
73,final4,,27.5,0.0,0.0,Male,Normal,0.0,0,0,Too slow - possible hesitation or mental fatigue,2025-08-15 15:34:19
74,final4,,27.5,0.0,0.0,Male,Normal,0.0,0,0,Too slow - possible hesitation or mental fatigue,2025-08-15 15:34:25
75,final4,,27.5,0.0,0.0,Male,Normal,0.0,0,0,Too slow - possible hesitation or mental fatigue,2025-08-15 15:34:31
76,final4,,27.5,0.0,0.0,Male,Normal,0.0,0,0,Too slow - possible hesitation or mental fatigue,2025-08-15 15:34:37
77,final4,,27.5,0.0,0.0,Male,Normal,0.0,0,0,Too slow - possible hesitation or mental fatigue,2025-08-15 15:34:43
78,final4,,27.5,0.0,0.0,Male,Normal,0.0,0,0,Too slow - possible hesitation or mental fatigue,2025-08-15 15:34:49
79,final4,,27.5,0.0,0.0,Male,Normal,0.0,0,0,Too slow - possible hesitation or mental fatigue,2025-08-15 15:34:55
80,final4,,27.5,0.0,0.0,Male,Normal,0.0,0,0,Too slow - possible hesitation or mental fatigue,2025-08-15 15:35:01
81,final4,,27.5,0.0,0.0,Male,Normal,0.0,0,0,Too slow - possible hesitation or mental fatigue,2025-08-15 15:35:07
82,final4,,27.5,0.0,0.0,Male,Normal,0.0,0,0,Too slow - possible hesitation or mental fatigue,2025-08-15 15:35:13
83,final4,,27.5,0.0,0.0,Male,Normal,0.0,0,0,Too slow - possible hesitation or mental fatigue,2025-08-15 15:35:19
84,final4,,27.5,0.0,0.0,Male,Normal,0.0,0,0,Too slow - possible hesitation or mental fatigue,2025-08-15 15:35:25
85,final4,,27.5,0.0,0.0,Male,Normal,0.0,0,0,Too slow - possible hesitation or mental fatigue,2025-08-15 15:35:31
86,final4,,27.5,0.0,0.0,Male,Normal,0.0,0,0,Too slow - possible hesitation or mental fatigue,2025-08-15 15:35:37
87,final4,,27.5,0.0,0.0,Male,Normal,0.0,0,0,Too slow - possible hesitation or mental fatigue,2025-08-15 15:35:43
88,final4,,27.5,0.0,0.0,Male,Normal,0.0,0,0,Too slow - possible hesitation or mental fatigue,2025-08-15 15:35:49
89,final4,,27.5,0.0,0.0,Male,Normal,0.0,0,0,Too slow - possible hesitation or mental fatigue,2025-08-15 15:35:55
90,final4,,27.5,0.0,0.0,Male,Normal,0.0,0,0,Too slow - possible hesitation or mental fatigue,2025-08-15 15:36:01
91,final4,,27.5,0.0,0.0,Male,Normal,0.0,0,0,Too slow - possible hesitation or mental fatigue,2025-08-15 15:36:07
92,final4,,27.5,0.0,0.0,Male,Normal,0.0,0,0,Too slow - possible hesitation or mental fatigue,2025-08-15 15:36:13
93,final4,,27.5,0.0,0.0,Male,Normal,0.0,0,0,Too slow - possible hesitation or mental fatigue,2025-08-15 15:36:19
94,final4,,27.5,0.0,0.0,Male,Normal,0.0,0,0,Too slow - possible hesitation or mental fatigue,2025-08-15 15:36:25
95,final4,,27.5,0.0,0.0,Male,Normal,0.0,0,0,Too slow - possible hesitation or mental fatigue,2025-08-15 15:36:31
96,final4,,27.5,0.0,0.0,Male,Normal,0.0,0,0,Too slow - possible hesitation or mental fatigue,2025-08-15 15:36:37
97,final4,,27.5,0.0,0.0,Male,Normal,0.0,0,0,Too slow - possible hesitation or mental fatigue,2025-08-15 15:36:43
98,final4,,27.5,0.0,0.0,Male,Normal,0.0,0,0,Too slow - possible hesitation or mental fatigue,2025-08-15 15:36:49
99,final4,,27.5,0.0,0.0,Male,Normal,0.0,0,0,Too slow - possible hesitation or mental fatigue,2025-08-15 15:36:55
100,final4,,27.5,0.0,0.0,Male,Normal,0.0,0,0,Too slow - possible hesitation or mental fatigue,2025-08-15 15:37:01
101,final4,,27.5,0.0,0.0,Male,Normal,0.0,0,0,Too slow - possible hesitation or mental fatigue,2025-08-15 15:37:07
102,final4,,27.5,0.0,0.0,Male,Normal,0.0,0,0,Too slow - possible hesitation or mental fatigue,2025-08-15 15:37:13
103,final4,,27.5,0.0,0.0,Male,Normal,0.0,0,0,Too slow - possible hesitation or mental fatigue,2025-08-15 15:37:19
104,final4,,27.5,0.0,0.0,Male,Normal,0.0,0,0,Too slow - possible hesitation or mental fatigue,2025-08-15 15:37:25
105,final4,,27.5,0.0,0.0,Male,Normal,0.0,0,0,Too slow - possible hesitation or mental fatigue,2025-08-15 15:37:31
106,final4,,27.5,0.0,0.0,Male,Normal,0.0,0,0,Too slow - possible hesitation or mental fatigue,2025-08-15 15:37:37
107,final4,,27.5,0.0,0.0,Male,Normal,0.0,0,0,Too slow - possible hesitation or mental fatigue,2025-08-15 15:37:43
108,final4,,27.5,0.0,0.0,Male,Normal,0.0,0,0,Too slow - possible hesitation or mental fatigue,2025-08-15 15:37:49
109,final4,,27.5,0.0,0.0,Male,Normal,0.0,0,0,Too slow - possible hesitation or mental fatigue,2025-08-15 15:37:55
110,final4,,27.5,0.0,0.0,Male,Normal,0.0,0,0,Too slow - possible hesitation or mental fatigue,2025-08-15 15:38:01
111,final4,,27.5,0.0,0.0,Male,Normal,0.0,0,0,Too slow - possible hesitation or mental fatigue,2025-08-15 15:38:07
112,final4,,27.5,0.0,0.0,Male,Normal,0.0,0,0,Too slow - possible hesitation or mental fatigue,2025-08-15 15:38:13
113,final4,,27.5,0.0,0.0,Male,Normal,0.0,0,0,Too slow - possible hesitation or mental fatigue,2025-08-15 15:38:19
114,final4,,27.5,0.0,0.0,Male,Normal,0.0,0,0,Too slow - possible hesitation or mental fatigue,2025-08-15 15:38:25
115,final4,,27.5,0.0,0.0,Male,Normal,0.0,0,0,Too slow - possible hesitation or mental fatigue,2025-08-15 15:38:31
116,final4,,27.5,0.0,0.0,Male,Normal,0.0,0,0,Too slow - possible hesitation or mental fatigue,2025-08-15 15:38:37
117,final4,,27.5,0.0,0.0,Male,Normal,0.0,0,0,Too slow - possible hesitation or mental fatigue,2025-08-15 15:38:43
118,final4,,27.5,0.0,0.0,Male,Normal,0.0,0,0,Too slow - possible hesitation or mental fatigue,2025-08-15 15:38:49
119,final4,,27.5,0.0,0.0,Male,Normal,0.0,0,0,Too slow - possible hesitation or mental fatigue,2025-08-15 15:38:55
120,final4,,27.5,0.0,0.0,Male,Normal,0.0,0,0,Too slow - possible hesitation or mental fatigue,2025-08-15 15:39:01
121,final4,,27.5,0.0,0.0,Male,Normal,0.0,0,0,Too slow - possible hesitation or mental fatigue,2025-08-15 15:39:07
122,final4,,27.5,0.0,0.0,Male,Normal,0.0,0,0,Too slow - possible hesitation or mental fatigue,2025-08-15 15:39:13
123,final4,,27.5,0.0,0.0,Male,Normal,0.0,0,0,Too slow - possible hesitation or mental fatigue,2025-08-15 15:39:19
124,final4,,27.5,0.0,0.0,Male,Normal,0.0,0,0,Too slow - possible hesitation or mental fatigue,2025-08-15 15:39:25
125,final4,,27.5,0.0,0.0,Male,Normal,0.0,0,0,Too slow - possible hesitation or mental fatigue,2025-08-15 15:39:31
126,final4,,27.5,0.0,0.0,Male,Normal,0.0,0,0,Too slow - possible hesitation or mental fatigue,2025-08-15 15:39:37
127,final4,,27.5,0.0,0.0,Male,Normal,0.0,0,0,Too slow - possible hesitation or mental fatigue,2025-08-15 15:39:43
128,final4,,27.5,0.0,0.0,Male,Normal,0.0,0,0,Too slow - possible hesitation or mental fatigue,2025-08-15 15:39:49
129,final4,,27.5,0.0,0.0,Male,Normal,0.0,0,0,Too slow - possible hesitation or mental fatigue,2025-08-15 15:39:55
130,final4,,27.5,0.0,0.0,Male,Normal,0.0,0,0,Too slow - possible hesitation or mental fatigue,2025-08-15 15:40:01
131,final4,,27.5,0.0,0.0,Male,Normal,0.0,0,0,Too slow - possible hesitation or mental fatigue,2025-08-15 15:40:07
132,final4,,27.5,0.0,0.0,Male,Normal,0.0,0,0,Too slow - possible hesitation or mental fatigue,2025-08-15 15:40:13
133,final4,,27.5,0.0,0.0,Male,Normal,0.0,0,0,Too slow - possible hesitation or mental fatigue,2025-08-15 15:40:19
134,final4,,27.5,0.0,0.0,Male,Normal,0.0,0,0,Too slow - possible hesitation or mental fatigue,2025-08-15 15:40:25
135,final4,,27.5,0.0,0.0,Male,Normal,0.0,0,0,Too slow - possible hesitation or mental fatigue,2025-08-15 15:40:31
136,final4,,27.5,0.0,0.0,Male,Normal,0.0,0,0,Too slow - possible hesitation or mental fatigue,2025-08-15 15:40:37
137,final4,,27.5,0.0,0.0,Male,Normal,0.0,0,0,Too slow - possible hesitation or mental fatigue,2025-08-15 15:40:43
138,final4,,27.5,0.0,0.0,Male,Normal,0.0,0,0,Too slow - possible hesitation or mental fatigue,2025-08-15 15:40:49
139,final4,,27.5,0.0,0.0,Male,Normal,0.0,0,0,Too slow - possible hesitation or mental fatigue,2025-08-15 15:40:55
140,final4,,27.5,0.0,0.0,Male,Normal,0.0,0,0,Too slow - possible hesitation or mental fatigue,2025-08-15 15:41:01
141,final4,,27.5,0.0,0.0,Male,Normal,0.0,0,0,Too slow - possible hesitation or mental fatigue,2025-08-15 15:41:07
142,final4,,27.5,0.0,0.0,Male,Normal,0.0,0,0,Too slow - possible hesitation or mental fatigue,2025-08-15 15:41:13
143,final4,,27.5,0.0,0.0,Male,Normal,0.0,0,0,Too slow - possible hesitation or mental fatigue,2025-08-15 15:41:19
144,final4,,27.5,0.0,0.0,Male,Normal,0.0,0,0,Too slow - possible hesitation or mental fatigue,2025-08-15 15:41:25
145,final4,,27.5,0.0,0.0,Male,Normal,0.0,0,0,Too slow - possible hesitation or mental fatigue,2025-08-15 15:41:31
146,final4,,27.5,0.0,0.0,Male,Normal,0.0,0,0,Too slow - possible hesitation or mental fatigue,2025-08-15 15:41:37
147,final4,,27.5,0.0,0.0,Male,Normal,0.0,0,0,Too slow - possible hesitation or mental fatigue,2025-08-15 15:41:43
148,final4,,27.5,0.0,0.0,Male,Normal,0.0,0,0,Too slow - possible hesitation or mental fatigue,2025-08-15 15:41:49
149,final4,,27.5,0.0,0.0,Male,Normal,0.0,0,0,Too slow - possible hesitation or mental fatigue,2025-08-15 15:41:55
150,final4,,27.5,0.0,0.0,Male,Normal,0.0,0,0,Too slow - possible hesitation or mental fatigue,2025-08-15 15:42:01
151,final4,,27.5,0.0,0.0,Male,Normal,0.0,0,0,Too slow - possible hesitation or mental fatigue,2025-08-15 15:42:07
152,final4,,27.5,0.0,0.0,Male,Normal,0.0,0,0,Too slow - possible hesitation or mental fatigue,2025-08-15 15:42:13
153,final4,,27.5,0.0,0.0,Male,Normal,0.0,0,0,Too slow - possible hesitation or mental fatigue,2025-08-15 15:42:19
154,final4,,27.5,0.0,0.0,Male,Normal,0.0,0,0,Too slow - possible hesitation or mental fatigue,2025-08-15 15:42:25
155,final4,,27.5,0.0,0.0,Male,Normal,0.0,0,0,Too slow - possible hesitation or mental fatigue,2025-08-15 15:42:31
156,final4,,27.5,0.0,0.0,Male,Normal,0.0,0,0,Too slow - possible hesitation or mental fatigue,2025-08-15 15:42:37
157,final4,,27.5,0.0,0.0,Male,Normal,0.0,0,0,Too slow - possible hesitation or mental fatigue,2025-08-15 15:42:43
158,final4,,27.5,0.0,0.0,Male,Normal,0.0,0,0,Too slow - possible hesitation or mental fatigue,2025-08-15 15:42:49
159,final4,,27.5,0.0,0.0,Male,Normal,0.0,0,0,Too slow - possible hesitation or mental fatigue,2025-08-15 15:42:55
160,final4,,27.5,0.0,0.0,Male,Normal,0.0,0,0,Too slow - possible hesitation or mental fatigue,2025-08-15 15:43:01
161,final4,,27.5,0.0,0.0,Male,Normal,0.0,0,0,Too slow - possible hesitation or mental fatigue,2025-08-15 15:43:07
162,final4,,27.5,0.0,0.0,Male,Normal,0.0,0,0,Too slow - possible hesitation or mental fatigue,2025-08-15 15:43:13
163,final4,,27.5,0.0,0.0,Male,Normal,0.0,0,0,Too slow - possible hesitation or mental fatigue,2025-08-15 15:43:19
164,final4,,27.5,0.0,0.0,Male,Normal,0.0,0,0,Too slow - possible hesitation or mental fatigue,2025-08-15 15:43:25
165,final4,,27.5,0.0,0.0,Male,Normal,0.0,0,0,Too slow - possible hesitation or mental fatigue,2025-08-15 15:43:31
166,final4,,27.5,0.0,0.0,Male,Normal,0.0,0,0,Too slow - possible hesitation or mental fatigue,2025-08-15 15:43:37
167,final4,,27.5,0.0,0.0,Male,Normal,0.0,0,0,Too slow - possible hesitation or mental fatigue,2025-08-15 15:43:43
168,final4,,27.5,0.0,0.0,Male,Normal,0.0,0,0,Too slow - possible hesitation or mental fatigue,2025-08-15 15:43:49
169,final4,,27.5,0.0,0.0,Male,Normal,0.0,0,0,Too slow - possible hesitation or mental fatigue,2025-08-15 15:43:55
170,final4,,27.5,0.0,0.0,Male,Normal,0.0,0,0,Too slow - possible hesitation or mental fatigue,2025-08-15 15:44:01
171,final4,,27.5,0.0,0.0,Male,Normal,0.0,0,0,Too slow - possible hesitation or mental fatigue,2025-08-15 15:44:07
172,final4,,27.5,0.0,0.0,Male,Normal,0.0,0,0,Too slow - possible hesitation or mental fatigue,2025-08-15 15:44:13
173,final4,,27.5,0.0,0.0,Male,Normal,0.0,0,0,Too slow - possible hesitation or mental fatigue,2025-08-15 15:44:19
174,final4,,27.5,0.0,0.0,Male,Normal,0.0,0,0,Too slow - possible hesitation or mental fatigue,2025-08-15 15:44:25
175,final4,,27.5,0.0,0.0,Male,Normal,0.0,0,0,Too slow - possible hesitation or mental fatigue,2025-08-15 15:44:31
176,final4,,27.5,0.0,0.0,Male,Normal,0.0,0,0,Too slow - possible hesitation or mental fatigue,2025-08-15 15:44:37
177,final4,,27.5,0.0,0.0,Male,Normal,0.0,0,0,Too slow - possible hesitation or mental fatigue,2025-08-15 15:44:43
178,final4,,27.5,0.0,0.0,Male,Normal,0.0,0,0,Too slow - possible hesitation or mental fatigue,2025-08-15 15:44:49
179,final4,,27.5,0.0,0.0,Male,Normal,0.0,0,0,Too slow - possible hesitation or mental fatigue,2025-08-15 15:44:55
180,final4,,27.5,0.0,0.0,Male,Normal,0.0,0,0,Too slow - possible hesitation or mental fatigue,2025-08-15 15:45:01
181,final4,,27.5,0.0,0.0,Male,Normal,0.0,0,0,Too slow - possible hesitation or mental fatigue,2025-08-15 15:45:07
182,final4,,27.5,0.0,0.0,Male,Normal,0.0,0,0,Too slow - possible hesitation or mental fatigue,2025-08-15 15:45:13
183,final4,,27.5,0.0,0.0,Male,Normal,0.0,0,0,Too slow - possible hesitation or mental fatigue,2025-08-15 15:45:19
184,final4,,27.5,0.0,0.0,Male,Normal,0.0,0,0,Too slow - possible hesitation or mental fatigue,2025-08-15 15:45:25
185,final4,,27.5,0.0,0.0,Male,Normal,0.0,0,0,Too slow - possible hesitation or mental fatigue,2025-08-15 15:45:31
186,final4,,27.5,0.0,0.0,Male,Normal,0.0,0,0,Too slow - possible hesitation or mental fatigue,2025-08-15 15:45:37
187,final4,,27.5,0.0,0.0,Male,Normal,0.0,0,0,Too slow - possible hesitation or mental fatigue,2025-08-15 15:45:43
188,final4,,27.5,0.0,0.0,Male,Normal,0.0,0,0,Too slow - possible hesitation or mental fatigue,2025-08-15 15:45:49
189,final4,,27.5,0.0,0.0,Male,Normal,0.0,0,0,Too slow - possible hesitation or mental fatigue,2025-08-15 15:45:55
190,final4,,27.5,0.0,0.0,Male,Normal,0.0,0,0,Too slow - possible hesitation or mental fatigue,2025-08-15 15:46:01
191,final4,,27.5,0.0,0.0,Male,Normal,0.0,0,0,Too slow - possible hesitation or mental fatigue,2025-08-15 15:46:07
192,final4,,27.5,0.0,0.0,Male,Normal,0.0,0,0,Too slow - possible hesitation or mental fatigue,2025-08-15 15:46:13
193,final4,,27.5,0.0,0.0,Male,Normal,0.0,0,0,Too slow - possible hesitation or mental fatigue,2025-08-15 15:46:19
194,final4,,27.5,0.0,0.0,Male,Normal,0.0,0,0,Too slow - possible hesitation or mental fatigue,2025-08-15 15:46:25
195,final4,,27.5,0.0,0.0,Male,Normal,0.0,0,0,Too slow - possible hesitation or mental fatigue,2025-08-15 15:46:31
196,final4,,27.5,0.0,0.0,Male,Normal,0.0,0,0,Too slow - possible hesitation or mental fatigue,2025-08-15 15:46:37
197,final4,,27.5,0.0,0.0,Male,Normal,0.0,0,0,Too slow - possible hesitation or mental fatigue,2025-08-15 15:46:43
198,final4,,27.5,0.0,0.0,Male,Normal,0.0,0,0,Too slow - possible hesitation or mental fatigue,2025-08-15 15:46:49
199,final4,,27.5,0.0,0.0,Male,Normal,0.0,0,0,Too slow - possible hesitation or mental fatigue,2025-08-15 15:46:55
200,final4,,27.5,0.0,0.0,Male,Normal,0.0,0,0,Too slow - possible hesitation or mental fatigue,2025-08-15 15:47:01
201,final4,,27.5,0.0,0.0,Male,Normal,0.0,0,0,Too slow - possible hesitation or mental fatigue,2025-08-15 15:47:07
202,final4,,27.5,0.0,0.0,Male,Normal,0.0,0,0,Too slow - possible hesitation or mental fatigue,2025-08-15 15:47:13
203,final4,,27.5,0.0,0.0,Male,Normal,0.0,0,0,Too slow - possible hesitation or mental fatigue,2025-08-15 15:47:19
204,final4,,27.5,0.0,0.0,Male,Normal,0.0,0,0,Too slow - possible hesitation or mental fatigue,2025-08-15 15:47:25
205,final4,,27.5,0.0,0.0,Male,Normal,0.0,0,0,Too slow - possible hesitation or mental fatigue,2025-08-15 15:47:31
206,final4,,27.5,0.0,0.0,Male,Normal,0.0,0,0,Too slow - possible hesitation or mental fatigue,2025-08-15 15:47:37
207,final4,,27.5,0.0,0.0,Male,Normal,0.0,0,0,Too slow - possible hesitation or mental fatigue,2025-08-15 15:47:43
208,final4,,27.5,0.0,0.0,Male,Normal,0.0,0,0,Too slow - possible hesitation or mental fatigue,2025-08-15 15:47:49
209,final4,,27.5,0.0,0.0,Male,Normal,0.0,0,0,Too slow - possible hesitation or mental fatigue,2025-08-15 15:47:55
210,final4,,27.5,0.0,0.0,Male,Normal,0.0,0,0,Too slow - possible hesitation or mental fatigue,2025-08-15 15:48:01
211,final4,,27.5,0.0,0.0,Male,Normal,0.0,0,0,Too slow - possible hesitation or mental fatigue,2025-08-15 15:48:07
212,final4,,27.5,0.0,0.0,Male,Normal,0.0,0,0,Too slow - possible hesitation or mental fatigue,2025-08-15 15:48:13
