Chunk,Operator,Text,Pitch (Hz),Jitter,Shimmer,Gender,Voice State,WPM,Avg Sentence Length,Stutters,Clarity,Timestamp
56,report1v2,,27.5,0.0,0.0,Male,Normal,0.0,0,0,Too slow - possible hesitation or mental fatigue,2025-07-24 14:09:58
57,report1v2,,27.5,0.0,0.0,Male,Normal,0.0,0,0,Too slow - possible hesitation or mental fatigue,2025-07-24 14:10:04
58,report1v2,,27.5,0.0,0.0,Male,Normal,0.0,0,0,Too slow - possible hesitation or mental fatigue,2025-07-24 14:10:10
59,report1v2,,27.5,0.0,0.0,Male,Normal,0.0,0,0,Too slow - possible hesitation or mental fatigue,2025-07-24 14:10:16
60,report1v2,,27.5,0.0,0.0,Male,Normal,0.0,0,0,Too slow - possible hesitation or mental fatigue,2025-07-24 14:10:22
61,report1v2,,27.5,0.0,0.0,Male,Normal,0.0,0,0,Too slow - possible hesitation or mental fatigue,2025-07-24 14:10:27
62,report1v2,,27.5,0.0,0.0,Male,Normal,0.0,0,0,Too slow - possible hesitation or mental fatigue,2025-07-24 14:10:33
63,report1v2,,27.5,0.0,0.0,Male,Normal,0.0,0,0,Too slow - possible hesitation or mental fatigue,2025-07-24 14:10:39
64,report1v2,,27.5,0.0,0.0,Male,Normal,0.0,0,0,Too slow - possible hesitation or mental fatigue,2025-07-24 14:10:45
65,report1v2,,27.5,0.0,0.0,Male,Normal,0.0,0,0,Too slow - possible hesitation or mental fatigue,2025-07-24 14:10:51
66,report1v2,,27.5,0.0,0.0,Male,Normal,0.0,0,0,Too slow - possible hesitation or mental fatigue,2025-07-24 14:10:56
67,report1v2,,27.5,0.0,0.0,Male,Normal,0.0,0,0,Too slow - possible hesitation or mental fatigue,2025-07-24 14:11:02
68,report1v2,,27.5,0.0,0.0,Male,Normal,0.0,0,0,Too slow - possible hesitation or mental fatigue,2025-07-24 14:11:08
69,report1v2,,27.5,0.0,0.0,Male,Normal,0.0,0,0,Too slow - possible hesitation or mental fatigue,2025-07-24 14:11:14
70,report1v2,,27.5,0.0,0.0,Male,Normal,0.0,0,0,Too slow - possible hesitation or mental fatigue,2025-07-24 14:11:20
71,report1v2,,27.5,0.0,0.0,Male,Normal,0.0,0,0,Too slow - possible hesitation or mental fatigue,2025-07-24 14:11:26
72,report1v2,,27.5,0.0,0.0,Male,Normal,0.0,0,0,Too slow - possible hesitation or mental fatigue,2025-07-24 14:11:32
73,report1v2,,27.5,0.0,0.0,Male,Normal,0.0,0,0,Too slow - possible hesitation or mental fatigue,2025-07-24 14:11:38
74,report1v2,,27.5,0.0,0.0,Male,Normal,0.0,0,0,Too slow - possible hesitation or mental fatigue,2025-07-24 14:11:44
75,report1v2,,27.5,0.0,0.0,Male,Normal,0.0,0,0,Too slow - possible hesitation or mental fatigue,2025-07-24 14:11:49
76,report1v2,,27.5,0.0,0.0,Male,Normal,0.0,0,0,Too slow - possible hesitation or mental fatigue,2025-07-24 14:11:55
77,report1v2,,27.5,0.0,0.0,Male,Normal,0.0,0,0,Too slow - possible hesitation or mental fatigue,2025-07-24 14:12:01
78,report1v2,,27.5,0.0,0.0,Male,Normal,0.0,0,0,Too slow - possible hesitation or mental fatigue,2025-07-24 14:12:07
79,report1v2,,27.5,0.0,0.0,Male,Normal,0.0,0,0,Too slow - possible hesitation or mental fatigue,2025-07-24 14:12:13
80,report1v2,,27.5,0.0,0.0,Male,Normal,0.0,0,0,Too slow - possible hesitation or mental fatigue,2025-07-24 14:12:19
81,report1v2,,27.5,0.0,0.0,Male,Normal,0.0,0,0,Too slow - possible hesitation or mental fatigue,2025-07-24 14:12:25
82,report1v2,,27.5,0.0,0.0,Male,Normal,0.0,0,0,Too slow - possible hesitation or mental fatigue,2025-07-24 14:12:30
83,report1v2,,27.5,0.0,0.0,Male,Normal,0.0,0,0,Too slow - possible hesitation or mental fatigue,2025-07-24 14:12:36
84,report1v2,,27.5,0.0,0.0,Male,Normal,0.0,0,0,Too slow - possible hesitation or mental fatigue,2025-07-24 14:12:42
85,report1v2,,27.5,0.0,0.0,Male,Normal,0.0,0,0,Too slow - possible hesitation or mental fatigue,2025-07-24 14:12:48
86,report1v2,,27.5,0.0,0.0,Male,Normal,0.0,0,0,Too slow - possible hesitation or mental fatigue,2025-07-24 14:12:54
87,report1v2,,27.5,0.0,0.0,Male,Normal,0.0,0,0,Too slow - possible hesitation or mental fatigue,2025-07-24 14:13:00
88,report1v2,,27.5,0.0,0.0,Male,Normal,0.0,0,0,Too slow - possible hesitation or mental fatigue,2025-07-24 14:13:06
89,report1v2,,27.5,0.0,0.0,Male,Normal,0.0,0,0,Too slow - possible hesitation or mental fatigue,2025-07-24 14:13:12
90,report1v2,,27.5,0.0,0.0,Male,Normal,0.0,0,0,Too slow - possible hesitation or mental fatigue,2025-07-24 14:13:17
91,report1v2,,27.5,0.0,0.0,Male,Normal,0.0,0,0,Too slow - possible hesitation or mental fatigue,2025-07-24 14:13:23
92,report1v2,,27.5,0.0,0.0,Male,Normal,0.0,0,0,Too slow - possible hesitation or mental fatigue,2025-07-24 14:13:29
93,report1v2,,27.5,0.0,0.0,Male,Normal,0.0,0,0,Too slow - possible hesitation or mental fatigue,2025-07-24 14:13:35
94,report1v2,,27.5,0.0,0.0,Male,Normal,0.0,0,0,Too slow - possible hesitation or mental fatigue,2025-07-24 14:13:41
95,report1v2,,27.5,0.0,0.0,Male,Normal,0.0,0,0,Too slow - possible hesitation or mental fatigue,2025-07-24 14:13:47
96,report1v2,,27.5,0.0,0.0,Male,Normal,0.0,0,0,Too slow - possible hesitation or mental fatigue,2025-07-24 14:13:53
97,report1v2,,27.5,0.0,0.0,Male,Normal,0.0,0,0,Too slow - possible hesitation or mental fatigue,2025-07-24 14:13:58
98,report1v2,stop timer,144.14684,0.017700426,1.3717245,Male,Normal,24.0,2.0,0,Too slow - possible hesitation or mental fatigue,2025-07-24 14:14:04
99,report1v2,weather report,125.351494,0.024578238,1.8717726,Male,Fatigue,24.0,2.0,0,Too slow - possible hesitation or mental fatigue,2025-07-24 14:14:11
100,report1v2,,27.5,0.0,0.0,Male,Normal,0.0,0,0,Too slow - possible hesitation or mental fatigue,2025-07-24 14:14:17
101,report1v2,,27.5,0.0,0.0,Male,Normal,0.0,0,0,Too slow - possible hesitation or mental fatigue,2025-07-24 14:14:23
102,report1v2,,27.5,0.0,0.0,Male,Normal,0.0,0,0,Too slow - possible hesitation or mental fatigue,2025-07-24 14:14:28
103,report1v2,,27.5,0.0,0.0,Male,Normal,0.0,0,0,Too slow - possible hesitation or mental fatigue,2025-07-24 14:14:34
104,report1v2,,27.5,0.0,0.0,Male,Normal,0.0,0,0,Too slow - possible hesitation or mental fatigue,2025-07-24 14:14:40
105,report1v2,,27.5,0.0,0.0,Male,Normal,0.0,0,0,Too slow - possible hesitation or mental fatigue,2025-07-24 14:14:46
106,report1v2,,27.5,0.0,0.0,Male,Normal,0.0,0,0,Too slow - possible hesitation or mental fatigue,2025-07-24 14:14:52
107,report1v2,,27.5,0.0,0.0,Male,Normal,0.0,0,0,Too slow - possible hesitation or mental fatigue,2025-07-24 14:14:58
108,report1v2,,27.5,0.0,0.0,Male,Normal,0.0,0,0,Too slow - possible hesitation or mental fatigue,2025-07-24 14:15:04
109,report1v2,,27.5,0.0,0.0,Male,Normal,0.0,0,0,Too slow - possible hesitation or mental fatigue,2025-07-24 14:15:10
110,report1v2,,27.5,0.0,0.0,Male,Normal,0.0,0,0,Too slow - possible hesitation or mental fatigue,2025-07-24 14:15:16
111,report1v2,,27.5,0.0,0.0,Male,Normal,0.0,0,0,Too slow - possible hesitation or mental fatigue,2025-07-24 14:15:21
112,report1v2,,27.5,0.0,0.0,Male,Normal,0.0,0,0,Too slow - possible hesitation or mental fatigue,2025-07-24 14:15:27
113,report1v2,,27.5,0.0,0.0,Male,Normal,0.0,0,0,Too slow - possible hesitation or mental fatigue,2025-07-24 14:15:33
114,report1v2,,27.5,0.0,0.0,Male,Normal,0.0,0,0,Too slow - possible hesitation or mental fatigue,2025-07-24 14:15:39
115,report1v2,,27.5,0.0,0.0,Male,Normal,0.0,0,0,Too slow - possible hesitation or mental fatigue,2025-07-24 14:15:45
116,report1v2,,27.5,0.0,0.0,Male,Normal,0.0,0,0,Too slow - possible hesitation or mental fatigue,2025-07-24 14:15:51
117,report1v2,,27.5,0.0,0.0,Male,Normal,0.0,0,0,Too slow - possible hesitation or mental fatigue,2025-07-24 14:15:57
118,report1v2,,27.5,0.0,0.0,Male,Normal,0.0,0,0,Too slow - possible hesitation or mental fatigue,2025-07-24 14:16:03
119,report1v2,,27.5,0.0,0.0,Male,Normal,0.0,0,0,Too slow - possible hesitation or mental fatigue,2025-07-24 14:16:08
120,report1v2,,27.5,0.0,0.0,Male,Normal,0.0,0,0,Too slow - possible hesitation or mental fatigue,2025-07-24 14:16:14
121,report1v2,,27.5,0.0,0.0,Male,Normal,0.0,0,0,Too slow - possible hesitation or mental fatigue,2025-07-24 14:16:20
122,report1v2,,27.5,0.0,0.0,Male,Normal,0.0,0,0,Too slow - possible hesitation or mental fatigue,2025-07-24 14:16:26
123,report1v2,,27.5,0.0,0.0,Male,Normal,0.0,0,0,Too slow - possible hesitation or mental fatigue,2025-07-24 14:16:32
124,report1v2,,27.5,0.0,0.0,Male,Normal,0.0,0,0,Too slow - possible hesitation or mental fatigue,2025-07-24 14:16:38
125,report1v2,,27.5,0.0,0.0,Male,Normal,0.0,0,0,Too slow - possible hesitation or mental fatigue,2025-07-24 14:16:43
126,report1v2,,27.5,0.0,0.0,Male,Normal,0.0,0,0,Too slow - possible hesitation or mental fatigue,2025-07-24 14:16:49
127,report1v2,,27.5,0.0,0.0,Male,Normal,0.0,0,0,Too slow - possible hesitation or mental fatigue,2025-07-24 14:16:55
128,report1v2,,27.5,0.0,0.0,Male,Normal,0.0,0,0,Too slow - possible hesitation or mental fatigue,2025-07-24 14:17:01
129,report1v2,,27.5,0.0,0.0,Male,Normal,0.0,0,0,Too slow - possible hesitation or mental fatigue,2025-07-24 14:17:07
130,report1v2,,27.5,0.0,0.0,Male,Normal,0.0,0,0,Too slow - possible hesitation or mental fatigue,2025-07-24 14:17:13
131,report1v2,,27.5,0.0,0.0,Male,Normal,0.0,0,0,Too slow - possible hesitation or mental fatigue,2025-07-24 14:17:18
132,report1v2,,27.5,0.0,0.0,Male,Normal,0.0,0,0,Too slow - possible hesitation or mental fatigue,2025-07-24 14:17:24
133,report1v2,,109.88873,0.009689238,0.8167147,Male,Fatigue,0.0,0,0,Too slow - possible hesitation or mental fatigue,2025-07-24 14:17:31
134,report1v2,play 2011 steps,140.6202,0.011732615,1.432275,Male,Normal,36.0,3.0,0,Too slow - possible hesitation or mental fatigue,2025-07-24 14:17:37
135,report1v2,,27.5,0.0,0.0,Male,Normal,0.0,0,0,Too slow - possible hesitation or mental fatigue,2025-07-24 14:17:42
136,report1v2,stop 11:00,144.50467,0.060529646,1.2376754,Male,Normal,24.0,2.0,0,Too slow - possible hesitation or mental fatigue,2025-07-24 14:17:49
137,report1v2,,140.28882,0.016097182,1.3275573,Male,Normal,0.0,0,0,Too slow - possible hesitation or mental fatigue,2025-07-24 14:17:55
138,report1v2,,114.049484,0.015073482,1.5204762,Male,Fatigue,0.0,0,0,Too slow - possible hesitation or mental fatigue,2025-07-24 14:18:02
139,report1v2,,27.5,0.0,0.0,Male,Normal,0.0,0,0,Too slow - possible hesitation or mental fatigue,2025-07-24 14:18:08
140,report1v2,,27.5,0.0,0.0,Male,Normal,0.0,0,0,Too slow - possible hesitation or mental fatigue,2025-07-24 14:18:14
141,report1v2,,27.5,0.0,0.0,Male,Normal,0.0,0,0,Too slow - possible hesitation or mental fatigue,2025-07-24 14:18:20
142,report1v2,,27.5,0.0,0.0,Male,Normal,0.0,0,0,Too slow - possible hesitation or mental fatigue,2025-07-24 14:18:25
143,report1v2,,27.5,0.0,0.0,Male,Normal,0.0,0,0,Too slow - possible hesitation or mental fatigue,2025-07-24 14:18:31
144,report1v2,,27.5,0.0,0.0,Male,Normal,0.0,0,0,Too slow - possible hesitation or mental fatigue,2025-07-24 14:18:37
145,report1v2,,27.5,0.0,0.0,Male,Normal,0.0,0,0,Too slow - possible hesitation or mental fatigue,2025-07-24 14:18:44
146,report1v2,,27.5,0.0,0.0,Male,Normal,0.0,0,0,Too slow - possible hesitation or mental fatigue,2025-07-24 14:18:50
147,report1v2,,27.5,0.0,0.0,Male,Normal,0.0,0,0,Too slow - possible hesitation or mental fatigue,2025-07-24 14:18:55
148,report1v2,,27.5,0.0,0.0,Male,Normal,0.0,0,0,Too slow - possible hesitation or mental fatigue,2025-07-24 14:19:01
149,report1v2,,109.783134,0.014689649,1.977152,Male,Fatigue,0.0,0,0,Too slow - possible hesitation or mental fatigue,2025-07-24 14:19:07
150,report1v2,,27.5,0.0,0.0,Male,Normal,0.0,0,0,Too slow - possible hesitation or mental fatigue,2025-07-24 14:19:13
151,report1v2,,27.5,0.0,0.0,Male,Normal,0.0,0,0,Too slow - possible hesitation or mental fatigue,2025-07-24 14:19:19
152,report1v2,,27.5,0.0,0.0,Male,Normal,0.0,0,0,Too slow - possible hesitation or mental fatigue,2025-07-24 14:19:24
153,report1v2,,27.5,0.0,0.0,Male,Normal,0.0,0,0,Too slow - possible hesitation or mental fatigue,2025-07-24 14:19:30
154,report1v2,,27.5,0.0,0.0,Male,Normal,0.0,0,0,Too slow - possible hesitation or mental fatigue,2025-07-24 14:19:36
155,report1v2,,27.5,0.0,0.0,Male,Normal,0.0,0,0,Too slow - possible hesitation or mental fatigue,2025-07-24 14:19:42
156,report1v2,,27.5,0.0,0.0,Male,Normal,0.0,0,0,Too slow - possible hesitation or mental fatigue,2025-07-24 14:19:47
157,report1v2,,27.5,0.0,0.0,Male,Normal,0.0,0,0,Too slow - possible hesitation or mental fatigue,2025-07-24 14:19:53
158,report1v2,,27.5,0.0,0.0,Male,Normal,0.0,0,0,Too slow - possible hesitation or mental fatigue,2025-07-24 14:19:59
159,report1v2,,27.5,0.0,0.0,Male,Normal,0.0,0,0,Too slow - possible hesitation or mental fatigue,2025-07-24 14:20:05
160,report1v2,,27.5,0.0,0.0,Male,Normal,0.0,0,0,Too slow - possible hesitation or mental fatigue,2025-07-24 14:20:10
161,report1v2,,132.23492,0.01922249,2.0732682,Male,Fatigue,0.0,0,0,Too slow - possible hesitation or mental fatigue,2025-07-24 14:20:16
162,report1v2,,153.01143,0.02230111,1.3855221,Male,Normal,0.0,0,0,Too slow - possible hesitation or mental fatigue,2025-07-24 14:20:23
163,report1v2,,229.63277,0.017537907,1.5273241,Female,Normal,0.0,0,0,Too slow - possible hesitation or mental fatigue,2025-07-24 14:20:29
164,report1v2,,208.91249,0.017173426,1.2122579,Female,Normal,0.0,0,0,Too slow - possible hesitation or mental fatigue,2025-07-24 14:20:35
165,report1v2,,27.5,0.0,0.0,Male,Normal,0.0,0,0,Too slow - possible hesitation or mental fatigue,2025-07-24 14:20:41
166,report1v2,,152.88611,0.006834534,0.92601395,Male,Normal,0.0,0,0,Too slow - possible hesitation or mental fatigue,2025-07-24 14:20:47
167,report1v2,periodically save as is running or no,132.64713,0.025415506,1.3383709,Male,Fatigue,84.0,7.0,0,Too slow - possible hesitation or mental fatigue,2025-07-24 14:20:54
168,report1v2,,125.26345,0.011008035,1.3597398,Male,Fatigue,0.0,0,0,Too slow - possible hesitation or mental fatigue,2025-07-24 14:21:01
169,report1v2,,27.5,0.0,0.0,Male,Normal,0.0,0,0,Too slow - possible hesitation or mental fatigue,2025-07-24 14:21:06
170,report1v2,,27.5,0.0,0.0,Male,Normal,0.0,0,0,Too slow - possible hesitation or mental fatigue,2025-07-24 14:21:13
171,report1v2,,27.5,0.0,0.0,Male,Normal,0.0,0,0,Too slow - possible hesitation or mental fatigue,2025-07-24 14:21:19
172,report1v2,,27.5,0.0,0.0,Male,Normal,0.0,0,0,Too slow - possible hesitation or mental fatigue,2025-07-24 14:21:24
173,report1v2,,27.5,0.0,0.0,Male,Normal,0.0,0,0,Too slow - possible hesitation or mental fatigue,2025-07-24 14:21:28
175,report1v2,I think we need to look into it so to see,198.77708,0.022997044,1.1535479,Female,Normal,132.0,11.0,0,Normal pace - good clarity,2025-07-24 14:21:40
176,report1v2,it was like for the emotion code while it's running if while it's running if you go to the,144.66063,0.026057651,0.932411,Male,Normal,228.0,19.0,0,Too fast - may indicate possible stress or anxiety,2025-07-24 14:21:47
177,report1v2,CSV in real time as it's running,108.51939,0.023822358,1.0203643,Male,Fatigue,84.0,7.0,0,Too slow - possible hesitation or mental fatigue,2025-07-24 14:21:54
178,report1v2,,177.69705,0.030656671,1.2570909,Uncertain,Normal,0.0,0,0,Too slow - possible hesitation or mental fatigue,2025-07-24 14:22:00
179,report1v2,1 V2 smear had to restart because it's a simulator,132.31735,0.024569634,1.0371139,Male,Fatigue,120.0,10.0,0,Normal pace - good clarity,2025-07-24 14:22:07
180,report1v2,,239.4389,0.01503843,1.1000237,Female,Normal,0.0,0,0,Too slow - possible hesitation or mental fatigue,2025-07-24 14:22:13
181,report1v2,,218.97292,0.022320254,1.1463708,Female,Normal,0.0,0,0,Too slow - possible hesitation or mental fatigue,2025-07-24 14:22:19
182,report1v2,,180.53706,0.022169964,0.93236995,Female,Normal,0.0,0,0,Too slow - possible hesitation or mental fatigue,2025-07-24 14:22:25
183,report1v2,,234.05081,0.0496931,1.3632194,Female,Normal,0.0,0,0,Too slow - possible hesitation or mental fatigue,2025-07-24 14:22:31
184,report1v2,do you want to talk to me,213.15837,0.025364611,1.3143481,Female,Normal,84.0,7.0,0,Too slow - possible hesitation or mental fatigue,2025-07-24 14:22:38
185,report1v2,,436.78568,0.0336898,1.7592335,Female,Normal,0.0,0,0,Too slow - possible hesitation or mental fatigue,2025-07-24 14:22:44
186,report1v2,,27.5,0.0,0.0,Male,Normal,0.0,0,0,Too slow - possible hesitation or mental fatigue,2025-07-24 14:22:50
187,report1v2,,230.7095,0.025927266,1.3930322,Female,Normal,0.0,0,0,Too slow - possible hesitation or mental fatigue,2025-07-24 14:22:56
188,report1v2,,171.26445,0.026090235,1.5112889,Uncertain,Normal,0.0,0,0,Too slow - possible hesitation or mental fatigue,2025-07-24 14:23:02
189,report1v2,I don't want to know I don't want to be in the fridge,132.29147,0.042258147,1.2267997,Male,Fatigue,156.0,13.0,0,Normal pace - good clarity,2025-07-24 14:23:09
191,report1v2,is the company going to happen is going to be on your resume,213.63115,0.03275672,1.1676935,Female,Normal,156.0,13.0,0,Normal pace - good clarity,2025-07-24 14:23:21
192,report1v2,,153.93134,0.035884578,1.2934111,Male,Normal,0.0,0,0,Too slow - possible hesitation or mental fatigue,2025-07-24 14:23:27
193,report1v2,,27.5,0.0,0.0,Male,Normal,0.0,0,0,Too slow - possible hesitation or mental fatigue,2025-07-24 14:23:33
194,report1v2,,27.5,0.0,0.0,Male,Normal,0.0,0,0,Too slow - possible hesitation or mental fatigue,2025-07-24 14:23:39
198,report1v2,,27.5,0.0,0.0,Male,Normal,0.0,0,0,Too slow - possible hesitation or mental fatigue,2025-07-24 14:24:00
199,report1v2,,27.5,0.0,0.0,Male,Normal,0.0,0,0,Too slow - possible hesitation or mental fatigue,2025-07-24 14:24:06
200,report1v2,,27.5,0.0,0.0,Male,Normal,0.0,0,0,Too slow - possible hesitation or mental fatigue,2025-07-24 14:24:12
202,report1v2,going to create the chart for The Voice or should I,179.14847,0.024767535,1.16398,Uncertain,Normal,132.0,11.0,0,Normal pace - good clarity,2025-07-24 14:24:24
203,report1v2,,205.63393,0.031888936,1.0402615,Female,Normal,0.0,0,0,Too slow - possible hesitation or mental fatigue,2025-07-24 14:24:31
