timestamp,temperature_C,pressure_hPa,humidity_%,light_lux,ambient_IR_K,skin_temperature_C,core_temperature_C,CCT_K,Heart Rate (bpm),rms,noise_level,Emotion Detection,Eye Detection,X,Y,Speed,left_shoulder_x,left_shoulder_y,right_shoulder_x,right_shoulder_y,nose_x,nose_y,nose_z,shoulder_diff,head_forward,posture,bad_posture_streak,depth_change,movement_status,Emotion Detection,Pitch (Hz),Jitter,Shimmer,Voice State,WPM,Avg Sentence Length,Stutters,Clarity,Task Timestamp
2025-08-13 13:51:53,23.66,995.49,57.71,119.07,298.94,27.53,28.03,3375.35,100,0.001193,Low,neutral,LEFT,2678,935,4527.692569,0.7815065384,0.7339638472,0.143712461,0.6785456538,0.5797982216,0.4534252286,-2.008201361,0.05541819334,0.1171887219,Bad - Slouching,566,0.05613765717,Prolonged Bad Posture,high stress,27.5,0,0,Normal,0,0,0,Too slow - possible hesitation or mental fatigue,
2025-08-13 13:51:54,23.67,995.51,57.78,119.07,298.94,27.53,28.03,3375.35,100,0.000726,Low,neutral,CENTER,2693,934,3758.324095,0.7991268635,0.735016644,0.1580396593,0.6802098751,0.5992005467,0.4563940465,-1.897226572,0.05480676889,0.1206172854,Bad - Slouching,567,0.008400845528,Prolonged Bad Posture,non stress,27.5,0,0,Normal,0,0,0,Too slow - possible hesitation or mental fatigue,
2025-08-13 13:51:55,23.67,995.49,57.52,119.07,298.94,27.59,28.09,3375.35,100,0.001181,Low,neutral,CENTER,2707,933,3508.917212,0.8008867502,0.7307854891,0.1750731319,0.6789631248,0.6162646413,0.460918963,-1.877968788,0.05182236433,0.1282847002,Bad - Slouching,568,0.04060678482,Prolonged Bad Posture,non stress,27.5,0,0,Normal,0,0,0,Too slow - possible hesitation or mental fatigue,
2025-08-13 13:51:57,23.66,995.51,57.39,119.07,298.92,27.59,28.09,3368.94,100,0.000594,Low,neutral,CENTER,2717,932,2512.468905,0.8027812243,0.7295374274,0.1834804118,0.6797905564,0.6272446513,0.4633561373,-1.713605523,0.04974687099,0.1341138333,Bad - Forward Head,569,0.04924921989,Prolonged Bad Posture,high stress,27.5,0,0,Normal,0,0,0,Too slow - possible hesitation or mental fatigue,
2025-08-13 13:51:58,23.67,995.48,57.6,119.07,298.94,27.61,28.11,3375.35,101,0.000682,Low,neutral,CENTER,2731,932,3500,0.8087797165,0.7296545506,0.1892354041,0.6831710339,0.631293416,0.4645541906,-1.652276754,0.04648351669,0.1322858557,Bad - Forward Head,570,0.1144342422,Significant Depth Movement,high stress,27.5,0,0,Normal,0,0,0,Too slow - possible hesitation or mental fatigue,
2025-08-13 13:51:59,23.67,995.48,56.79,119.07,298.94,27.53,28.03,3375.35,101,0.000681,Low,neutral,CENTER,2739,932,2000,0.820579648,0.7304327488,0.193644166,0.6956586242,0.6398473978,0.4643606246,-1.599485397,0.03477412462,0.1327354908,Bad - Forward Head,571,0.08174319267,Prolonged Bad Posture,high stress,27.5,0,0,Normal,0,0,0,Too slow - possible hesitation or mental fatigue,
2025-08-13 13:52:00,23.67,995.47,57.84,119.07,298.94,27.59,28.09,3375.35,101,0.000543,Low,neutral,CENTER,2754,932,3000,0.8300560117,0.7391331792,0.1913731396,0.710018754,0.6450363398,0.4631029963,-1.580245137,0.02911442518,0.1343217641,Bad - Forward Head,572,0.06339628696,Prolonged Bad Posture,high stress,27.5,0,0,Normal,0,0,0,Too slow - possible hesitation or mental fatigue,
2025-08-13 13:52:02,23.67,995.48,57.75,119.07,298.92,27.59,28.09,3375.35,101,0.000561,Low,neutral,CENTER,2769,932,5000,0.8370131254,0.7361593843,0.2097561657,0.6997157931,0.6615285277,0.4604687095,-1.572586894,0.03644359112,0.1381438822,Bad - Forward Head,573,0.06107637882,Prolonged Bad Posture,high stress,27.5,0,0,Normal,0,0,0,Too slow - possible hesitation or mental fatigue,
2025-08-13 13:52:03,23.67,995.47,57.68,119.07,298.94,27.59,28.09,3375.35,101,0.000642,Low,fear,CENTER,2778,932,2250,0.8322390318,0.7313607931,0.2137210071,0.698805511,0.6739248037,0.4596737623,-1.376268744,0.03255528212,0.1509447843,Bad - Forward Head,574,0.06746735573,Prolonged Bad Posture,high stress,27.5,0,0,Normal,0,0,0,Too slow - possible hesitation or mental fatigue,
2025-08-13 13:52:04,23.67,995.48,57.49,119.07,298.92,27.53,28.03,3352.2,101,0.000596,Low,fear,CENTER,2792,932,3500,0.8296809196,0.7244790792,0.2215502262,0.697974503,0.6780136824,0.4595681429,-1.426600814,0.02650457621,0.1523981094,Bad - Forward Head,575,0.0451351881,Prolonged Bad Posture,high stress,27.5,0,0,Normal,0,0,0,Too slow - possible hesitation or mental fatigue,
2025-08-13 13:52:05,23.67,995.43,58.21,119.07,298.94,27.61,28.11,3368.94,102,0.000471,Low,fear,CENTER,2802,932,2500,0.8278425932,0.7157725096,0.2259205133,0.694932878,0.6771627665,0.4606031775,-1.487082481,0.02083963156,0.1502812132,Bad - Forward Head,576,0.02248058319,Prolonged Bad Posture,high stress,27.5,0,0,Normal,0,0,0,Too slow - possible hesitation or mental fatigue,
2025-08-13 13:52:07,23.67,995.49,56.97,119.07,298.94,27.63,28.13,3383.51,102,0.000451,Low,neutral,CENTER,2815,932,3250,0.8263331652,0.7160731554,0.2340352088,0.6825119257,0.6732059717,0.4605554342,-1.490615129,0.03356122971,0.1430217847,Bad - Forward Head,577,0.01792600155,Prolonged Bad Posture,high stress,27.5,0,0,Normal,0,0,0,Too slow - possible hesitation or mental fatigue,
2025-08-13 13:52:08,23.67,995.45,57.8,119.07,298.92,27.59,28.09,3352.2,102,0.000481,Low,happy,LEFT,2827,933,3010.398645,0.8286287189,0.7230195999,0.2334299833,0.6809512973,0.6681169868,0.4607942998,-1.517845035,0.04206830263,0.1370876357,Bad - Forward Head,578,0.01094837189,Prolonged Bad Posture,high stress,27.5,0,0,Normal,0,0,0,Too slow - possible hesitation or mental fatigue,
2025-08-13 13:52:09,23.67,995.47,57.79,119.07,298.92,27.61,28.11,3383.51,102,0.000559,Low,neutral,CENTER,2834,934,1767.766953,0.8286454082,0.7279907465,0.2308884561,0.6819319129,0.6653445959,0.4629082382,-1.741309524,0.0460588336,0.1355776638,Bad - Forward Head,579,0.07300815582,Prolonged Bad Posture,high stress,27.5,0,0,Normal,0,0,0,Too slow - possible hesitation or mental fatigue,
2025-08-13 13:52:10,23.67,995.47,57.8,119.07,298.92,27.61,28.11,3383.51,103,0.000595,Low,fear,CENTER,2845,935,2209.072203,0.828174293,0.7298777699,0.229109019,0.6819172502,0.6633442044,0.4661203921,-1.699530363,0.04796051979,0.1347025484,Bad - Forward Head,580,0.05458590984,Prolonged Bad Posture,high stress,27.5,0,0,Normal,0,0,0,Too slow - possible hesitation or mental fatigue,
2025-08-13 13:52:11,23.68,995.47,57.46,119.07,298.92,27.61,28.11,3383.51,103,0.000487,Low,neutral,CENTER,2849,936,1030.776406,0.8277746439,0.7337473631,0.228187874,0.6823115945,0.6364771128,0.4712749124,-1.692759871,0.0514357686,0.1084958538,Bad - Slouching,581,0.04113547802,Prolonged Bad Posture,non stress,27.5,0,0,Normal,0,0,0,Too slow - possible hesitation or mental fatigue,
2025-08-13 13:52:13,23.68,995.46,57.67,119.07,298.92,27.63,28.13,3375.35,103,0.00055,Low,neutral,CENTER,2857,937,2015.564437,0.8275391459,0.7372062206,0.227938056,0.6809284091,0.6295890808,0.4799976945,-1.691620588,0.05627781153,0.1018504798,Bad - Slouching,582,0.04020109177,Prolonged Bad Posture,high stress,27.5,0,0,Normal,0,0,0,Too slow - possible hesitation or mental fatigue,
2025-08-13 13:52:14,23.68,995.48,57.88,119.07,298.94,27.61,28.11,3383.51,103,0.000647,Low,neutral,CENTER,2864,938,1767.766953,0.8272698522,0.7451924682,0.2194955796,0.6858690381,0.6242730618,0.4826735258,-1.730157614,0.05932343006,0.1008903459,Bad - Slouching,583,0.04246251583,Prolonged Bad Posture,high stress,27.5,0,0,Normal,0,0,0,Too slow - possible hesitation or mental fatigue,
2025-08-13 13:52:15,23.68,995.45,57.88,119.07,298.92,27.61,28.11,3383.51,103,0.000456,Low,neutral,CENTER,2867,939,1054.092553,0.8270606995,0.7496373653,0.21240215,0.6925660968,0.6212356687,0.4842420518,-1.7678442,0.05707126856,0.1015042439,Bad - Slouching,584,0.00530693531,Prolonged Bad Posture,high stress,27.5,0,0,Normal,0,0,0,Too slow - possible hesitation or mental fatigue,
2025-08-13 13:52:16,23.67,995.48,58.04,119.07,298.92,27.59,28.09,3383.51,103,0.000478,Low,neutral,CENTER,2871,939,1000,0.8269551992,0.7540165186,0.207731992,0.700499475,0.6177242994,0.4843964577,-1.932929397,0.05351704359,0.1003807038,Bad - Slouching,585,0.04667980671,Prolonged Bad Posture,high stress,27.5,0,0,Normal,0,0,0,Too slow - possible hesitation or mental fatigue,
2025-08-13 13:52:18,23.68,995.5,57.76,119.07,298.94,27.67,28.17,3383.51,103,0.000482,Low,neutral,CENTER,2873,939,500,0.8276632428,0.7577621937,0.2079802454,0.7002412677,0.6088210344,0.4843041301,-1.725551248,0.057520926,0.09099929035,Bad - Slouching,586,0.006558275223,Prolonged Bad Posture,high stress,27.5,0,0,Normal,0,0,0,Too slow - possible hesitation or mental fatigue,
2025-08-13 13:52:19,23.67,995.47,57.8,119.07,298.92,27.67,28.17,3383.51,103,0.000573,Low,neutral,CENTER,2876,940,790.569415,0.8275526166,0.7606090903,0.2050627023,0.7000535727,0.6050072908,0.4841370881,-1.748351455,0.06055551767,0.08869963139,Bad - Slouching,587,0.01134617329,Prolonged Bad Posture,non stress,27.5,0,0,Normal,0,0,0,Too slow - possible hesitation or mental fatigue,
2025-08-13 13:52:20,23.68,995.47,58.22,119.07,298.92,27.63,28.13,3383.51,103,0.000598,Low,neutral,CENTER,2878,940,500,0.8275658488,0.7630281448,0.2016968727,0.6975541711,0.6041454077,0.4840126634,-1.894410849,0.06547397375,0.08951404691,Bad - Slouching,588,0.03285064697,Prolonged Bad Posture,high stress,27.5,0,0,Normal,0,0,0,Too slow - possible hesitation or mental fatigue,
2025-08-13 13:52:22,23.67,995.46,58.15,119.07,298.92,27.63,28.13,3352.2,103,0.000502,Low,neutral,CENTER,2878,940,0,0.827483058,0.7633445859,0.1926483065,0.7069257498,0.5994302034,0.4838968515,-1.981114626,0.05641883612,0.08936452121,Bad - Slouching,589,0.04265408516,Prolonged Bad Posture,high stress,27.5,0,0,Normal,0,0,0,Too slow - possible hesitation or mental fatigue,
2025-08-13 13:52:23,23.67,995.48,57.63,119.07,298.92,27.59,28.09,3352.2,103,0.000507,Low,neutral,Blinking,2878,940,0,0.8268469572,0.7649873495,0.1901634187,0.7133034468,0.5942168832,0.4837277532,-1.909070611,0.05168390274,0.08571169525,Bad - Slouching,590,0.004771757126,Prolonged Bad Posture,high stress,27.5,0,0,Normal,0,0,0,Too slow - possible hesitation or mental fatigue,
2025-08-13 13:52:24,23.66,995.49,57.98,119.07,298.92,27.61,28.11,3383.51,103,0.000602,Low,sad,CENTER,2878,941,125,0.826461494,0.7651001215,0.1898882538,0.7152191401,0.5922507644,0.483617872,-1.871212244,0.04988098145,0.08407589048,Bad - Forward Head,591,0.02913219929,Prolonged Bad Posture,high stress,27.5,0,0,Normal,0,0,0,Too slow - possible hesitation or mental fatigue,
2025-08-13 13:52:25,23.66,995.47,57.75,119.07,298.92,27.63,28.13,3383.51,103,0.000552,Low,neutral,Blinking,2878,941,0,0.8264142275,0.7656449676,0.1857157052,0.726262331,0.5890276432,0.4830683172,-1.558158159,0.03938263655,0.08296267688,Bad - Forward Head,592,0.0380386591,Prolonged Bad Posture,non stress,27.5,0,0,Normal,0,0,0,Too slow - possible hesitation or mental fatigue,
2025-08-13 13:52:27,23.66,995.46,57.77,119.07,298.9,27.61,28.11,3375.35,103,0.000541,Low,neutral,Blinking,2878,942,40,0.826025486,0.765578866,0.1796644181,0.731559813,0.5875234008,0.4832894504,-1.568903685,0.03401905298,0.08467844874,Bad - Forward Head,593,0.0651014328,Prolonged Bad Posture,high stress,27.5,0,0,Normal,0,0,0,Too slow - possible hesitation or mental fatigue,
2025-08-13 13:52:28,23.67,995.45,57.88,119.07,298.9,27.59,28.09,3383.51,103,0.001073,Low,neutral,Blinking,2878,943,90.90909091,0.8254979849,0.7666175961,0.1793637872,0.7310377359,0.5846703649,0.4831534922,-1.588537097,0.03557986021,0.08223947883,Bad - Forward Head,594,0.07851550579,Prolonged Bad Posture,non stress,27.5,0,0,Normal,0,0,0,Too slow - possible hesitation or mental fatigue,
2025-08-13 13:52:29,23.66,995.46,57.83,119.07,298.9,27.61,28.11,3352.2,104,0.000404,Low,fear,Blinking,2878,943,0,0.8255491257,0.769480288,0.1772215962,0.7343198657,0.5825192332,0.482774049,-1.335965037,0.03516042233,0.08113387227,Bad - Forward Head,595,0.1146211147,Significant Depth Movement,high stress,27.5,0,0,Normal,0,0,0,Too slow - possible hesitation or mental fatigue,
2025-08-13 13:52:30,23.66,995.42,57.03,119.07,298.9,27.59,28.09,3383.51,104,0.000571,Low,neutral,Blinking,2878,943,0,0.8254407644,0.7770699263,0.171317786,0.7338840365,0.5804476738,0.4827153385,-1.447221279,0.04318588972,0.08206839859,Bad - Forward Head,596,0.08479819298,Prolonged Bad Posture,high stress,27.5,0,0,Normal,0,0,0,Too slow - possible hesitation or mental fatigue,
2025-08-13 13:52:32,23.66,995.46,58.32,119.07,298.92,27.63,28.13,3407.07,104,0.001699,Low,neutral,Blinking,2878,944,125,0.8249049187,0.779374063,0.1648604274,0.7349964976,0.5792695284,0.4827963114,-1.437024474,0.04437756538,0.08438685536,Bad - Forward Head,597,0.02422673702,Prolonged Bad Posture,high stress,27.5,0,0,Normal,0,0,0,Too slow - possible hesitation or mental fatigue,
2025-08-13 13:52:33,23.67,995.44,57.66,119.07,298.94,27.67,28.17,3383.51,104,0.000542,Low,fear,Blinking,2877,944,250,0.8240612149,0.7801588774,0.1641974449,0.7348690629,0.5779489875,0.4832910597,-1.59570241,0.04528981447,0.08381965756,Bad - Forward Head,598,0.005359745026,Prolonged Bad Posture,high stress,27.5,0,0,Normal,0,0,0,Too slow - possible hesitation or mental fatigue,Began Step 2
2025-08-13 13:52:34,23.66,995.46,57.39,119.07,298.92,27.61,28.11,3383.51,104,0.0014,Low,neutral,Blinking,2876,944,500,0.8239582181,0.7922934294,0.1589030325,0.736174047,0.5759261847,0.4840022922,-1.431741118,0.05611938238,0.08449555933,Bad - Slouching,599,0.03135919571,Prolonged Bad Posture,high stress,27.5,0,0,Normal,0,0,0,Too slow - possible hesitation or mental fatigue,
2025-08-13 13:52:35,23.66,995.43,57.73,119.07,298.92,27.61,28.11,3383.51,104,0.002275,Medium,neutral,Blinking,2875,944,250,0.8239393234,0.7957332134,0.1579624116,0.735987246,0.5734630227,0.4851859212,-1.456192374,0.05974596739,0.08251215518,Bad - Slouching,600,0.02404546738,Prolonged Bad Posture,non stress,27.5,0,0,Normal,0,0,0,Too slow - possible hesitation or mental fatigue,
2025-08-13 13:52:37,23.66,995.44,57.74,119.07,298.92,27.59,28.09,3383.51,104,0.000649,Low,neutral,Blinking,2873,944,500,0.8236709833,0.7953265309,0.1585191637,0.7363260984,0.5734565258,0.4883466661,-1.547238231,0.05900043249,0.08236145228,Bad - Slouching,601,0.02000339031,Prolonged Bad Posture,high stress,27.5,0,0,Normal,0,0,0,Too slow - possible hesitation or mental fatigue,
2025-08-13 13:52:38,23.65,995.44,57.63,119.07,298.9,27.63,28.13,3383.51,103,0.000569,Low,neutral,Blinking,2870,944,750,0.8236455917,0.7949558496,0.1581053287,0.7396557927,0.5715652108,0.4887160361,-1.354573011,0.05530005693,0.08068975061,Bad - Slouching,602,0.01649029255,Prolonged Bad Posture,non stress,27.5,0,0,Normal,0,0,0,Too slow - possible hesitation or mental fatigue,
2025-08-13 13:52:39,23.65,995.47,57.71,119.07,298.98,27.67,28.17,3383.51,103,0.000522,Low,neutral,Blinking,2868,944,500,0.8236080408,0.7954858541,0.1560354829,0.7468633652,0.5713227391,0.4899146259,-1.414156199,0.04862248898,0.08150097728,Bad - Forward Head,603,0.03630924225,Prolonged Bad Posture,non stress,27.5,0,0,Normal,0,0,0,Too slow - possible hesitation or mental fatigue,
2025-08-13 13:52:40,23.65,995.49,57.92,119.07,298.92,27.61,28.11,3383.51,103,0.000557,Low,neutral,Blinking,2864,944,800,0.822455883,0.7950221896,0.1561180949,0.747323215,0.5705877542,0.4900659323,-1.423071861,0.04769897461,0.08130076528,Bad - Forward Head,604,0.001733851433,Prolonged Bad Posture,non stress,27.5,0,0,Normal,0,0,0,Too slow - possible hesitation or mental fatigue,
2025-08-13 13:52:42,23.63,995.47,57.95,119.07,298.92,27.63,28.13,3383.51,103,0.000487,Low,neutral,Blinking,2859,944,1250,0.8224223852,0.7955149412,0.1563067883,0.747453928,0.5688804388,0.4902107418,-1.33035779,0.04806101322,0.07951585203,Bad - Forward Head,605,0.02516691685,Prolonged Bad Posture,non stress,27.5,0,0,Normal,0,0,0,Too slow - possible hesitation or mental fatigue,
