frame,left_shoulder_x,left_shoulder_y,right_shoulder_x,right_shoulder_y,nose_x,nose_y,shoulder_diff,head_forward,posture,movement_amount,movement_status
22,0.8605979084968567,0.8275957703590393,0.2196841686964035,0.7872151732444763,0.5209540724754333,0.6640827655792236,0.04038059711456299,-0.019186966121196747,Good,0.001569911885841825,Still
23,0.8600732088088989,0.8274842500686646,0.21977825462818146,0.7871895432472229,0.5209905505180359,0.6640921235084534,0.04029470682144165,-0.018935181200504303,Good,0.0006715937597506583,Still
24,0.8593435287475586,0.8266640901565552,0.21843747794628143,0.7874129414558411,0.5210180878639221,0.6641318202018738,0.03925114870071411,-0.017872415482997894,Good,0.0025053415925770303,Still
25,0.8588682413101196,0.8266419768333435,0.2168976068496704,0.7889975905418396,0.522519588470459,0.6641740202903748,0.037644386291503906,-0.015363335609436035,Good,0.004187491375796877,Still
26,0.8588439226150513,0.8268139362335205,0.21787866950035095,0.7885396480560303,0.5228415727615356,0.6641511917114258,0.038274288177490234,-0.015519723296165466,Good,0.0015791426813541894,Still
27,0.8587905764579773,0.8265761137008667,0.21823365986347198,0.7885690331459045,0.5228897929191589,0.6641731858253479,0.03800708055496216,-0.015622325241565704,Good,0.0006529359505271539,Still
28,0.8588988184928894,0.8265794515609741,0.2182808220386505,0.7884657382965088,0.5230270624160767,0.6641820073127747,0.03811371326446533,-0.015562757849693298,Good,0.0003593983204236215,Still
29,0.858707070350647,0.827280580997467,0.2182983160018921,0.7889818549156189,0.523026704788208,0.6642283201217651,0.038298726081848145,-0.015475988388061523,Good,0.001289603974571633,Still
30,0.8587096929550171,0.8269063234329224,0.21870394051074982,0.7886270880699158,0.522859513759613,0.6642351746559143,0.03827923536300659,-0.015847302973270416,Good,0.0010804774021459789,Still
31,0.8586980700492859,0.8269258737564087,0.21872028708457947,0.7886108756065369,0.5226104259490967,0.6642239093780518,0.038314998149871826,-0.016098752617836,Good,0.0002951097199660503,Still
32,0.8589094281196594,0.8267346024513245,0.22095653414726257,0.7870462536811829,0.522517740726471,0.6639266610145569,0.0396883487701416,-0.01741524040699005,Good,0.0033256761998506313,Still
33,0.858925998210907,0.8252858519554138,0.2208891212940216,0.7875030636787415,0.5227048993110657,0.6639778017997742,0.03778278827667236,-0.01720266044139862,Good,0.002104622505598266,Still
34,0.8590878248214722,0.8253653645515442,0.22085973620414734,0.7880004048347473,0.5228212475776672,0.6633592247962952,0.037364959716796875,-0.017152532935142517,Good,0.001307937972927175,Still
35,0.8592404127120972,0.8253755569458008,0.22086283564567566,0.7881705164909363,0.5228543877601624,0.6628730297088623,0.0372050404548645,-0.01719723641872406,Good,0.0008103910459758413,Still
36,0.8594253659248352,0.8252130746841431,0.22102048993110657,0.7881325483322144,0.5227798223495483,0.662865936756134,0.03708052635192871,-0.017443105578422546,Good,0.00048325110108349723,Still
37,0.8599309921264648,0.8251686692237854,0.2210046350955963,0.7882619500160217,0.522331178188324,0.6628633737564087,0.03690671920776367,-0.018136635422706604,Good,0.0010865932080841847,Still
38,0.8598969578742981,0.8244628310203552,0.2210409939289093,0.7882369756698608,0.5223301649093628,0.6631118655204773,0.036225855350494385,-0.018138810992240906,Good,0.0009992619860816339,Still
39,0.8598955869674683,0.8241508603096008,0.221096470952034,0.7882430553436279,0.5228121280670166,0.6631608605384827,0.0359078049659729,-0.017683900892734528,Good,0.0008522299891112835,Still
40,0.859932541847229,0.8232881426811218,0.22238203883171082,0.78787761926651,0.5228108167648315,0.6633222699165344,0.035410523414611816,-0.018346473574638367,Good,0.0023614219814822846,Still
41,0.8599355816841125,0.8233309984207153,0.223706915974617,0.7863249182701111,0.5231078863143921,0.6635820269584656,0.03700608015060425,-0.018713362514972687,Good,0.002478704464849315,Still
42,0.8599721193313599,0.8230320811271667,0.2236989289522171,0.7863323092460632,0.523244321346283,0.6636025309562683,0.036699771881103516,-0.018591202795505524,Good,0.00044999126519085176,Still
43,0.8598605990409851,0.8227899670600891,0.22369936108589172,0.7867037057876587,0.5237092971801758,0.6636552214622498,0.03608626127243042,-0.018070682883262634,Good,0.0011059118235016525,Still
44,0.8596108555793762,0.8227992653846741,0.22369614243507385,0.7866420149803162,0.5238932371139526,0.6638944745063782,0.03615725040435791,-0.0177602618932724,Good,0.0006134790818578821,Still
45,0.8590346574783325,0.8226636648178101,0.22370107471942902,0.7865645885467529,0.5239721536636353,0.6639044284820557,0.03609907627105713,-0.017395712435245514,Good,0.0007490641972359036,Still
46,0.8590129613876343,0.8227612972259521,0.2237536460161209,0.7855585217475891,0.5238696932792664,0.6638847589492798,0.03720277547836304,-0.017513610422611237,Good,0.0012117847403133727,Still
47,0.8594153523445129,0.8226779699325562,0.22246113419532776,0.7880463004112244,0.5241817831993103,0.6639387011528015,0.03463166952133179,-0.016756460070610046,Good,0.003531148543836404,Still
48,0.8594223260879517,0.8226664066314697,0.22194695472717285,0.7874782681465149,0.5240198969841003,0.6639479994773865,0.035188138484954834,-0.016664743423461914,Good,0.000941842601967182,Still
49,0.8594474792480469,0.8222094178199768,0.2215668261051178,0.788453996181488,0.5255488753318787,0.6638900637626648,0.03375542163848877,-0.014958277344703674,Good,0.003034915590124459,Still
50,0.8596003651618958,0.8221969604492188,0.22243797779083252,0.7880299091339111,0.5257135629653931,0.6638603210449219,0.03416705131530762,-0.01530560851097107,Good,0.0012896382013655846,Still
51,0.8599797487258911,0.8222335577011108,0.22154133021831512,0.7890722751617432,0.5255947113037109,0.6639537215232849,0.033161282539367676,-0.015165828168392181,Good,0.001907260653019489,Still
52,0.8600559234619141,0.8220903873443604,0.221544548869133,0.7883610129356384,0.5253726243972778,0.6639552712440491,0.033729374408721924,-0.015427611768245697,Good,0.0010955356221961656,Still
53,0.8601557612419128,0.8219115734100342,0.22216221690177917,0.7879390716552734,0.5253607034683228,0.6639726161956787,0.03397250175476074,-0.015798285603523254,Good,0.0009738735649186513,Still
54,0.8597673177719116,0.8216266632080078,0.22209830582141876,0.7875960469245911,0.5254596471786499,0.6645626425743103,0.03403061628341675,-0.01547316461801529,Good,0.0014289210514938273,Still
55,0.8597704172134399,0.8215612173080444,0.22222931683063507,0.7874624729156494,0.5251490473747253,0.6646999716758728,0.03409874439239502,-0.015850819647312164,Good,0.0005922228374359392,Still
56,0.8598150014877319,0.8221350908279419,0.2215922623872757,0.7875564098358154,0.5248664617538452,0.6654129028320312,0.034578680992126465,-0.0158371701836586,Good,0.001986439117927244,Still
57,0.8595112562179565,0.821675717830658,0.22195832431316376,0.786895215511322,0.5249220132827759,0.6655734181404114,0.03478050231933594,-0.01581277698278427,Good,0.0014763331903321548,Still
58,0.8595083951950073,0.8213392496109009,0.22184693813323975,0.7864516377449036,0.5249167680740356,0.6656496524810791,0.034887611865997314,-0.01576089859008789,Good,0.0008702439648563433,Still
59,0.8591400384902954,0.8217195868492126,0.22187867760658264,0.7852500081062317,0.5244670510292053,0.6657360792160034,0.03646957874298096,-0.016042307019233704,Good,0.002189469588359865,Still
60,0.8591556549072266,0.8218461275100708,0.221225768327713,0.7852325439453125,0.524439811706543,0.6661209464073181,0.0366135835647583,-0.01575089991092682,Good,0.0011664733683651065,Still
61,0.8591963052749634,0.8217976689338684,0.22089824080467224,0.7851254940032959,0.5244337916374207,0.6666325330734253,0.03667217493057251,-0.015613481402397156,Good,0.0009194510185960749,Still
62,0.859233021736145,0.821660041809082,0.22062623500823975,0.7851710915565491,0.5244289636611938,0.6666854619979858,0.03648895025253296,-0.015500664710998535,Good,0.00047139044010092475,Still
63,0.8589340448379517,0.8214776515960693,0.22091367840766907,0.7845237851142883,0.5243942141532898,0.6668399572372437,0.036953866481781006,-0.015529647469520569,Good,0.0012168320032473088,Still
64,0.8586775660514832,0.8205636143684387,0.2209397554397583,0.7846196889877319,0.5244794487953186,0.6669021844863892,0.03594392538070679,-0.015329211950302124,Good,0.001154258216757062,Still
65,0.8585085868835449,0.8198127150535583,0.2192685306072235,0.7847097516059875,0.5243340134620667,0.6678172945976257,0.0351029634475708,-0.014554545283317566,Good,0.0033699223201650538,Still
66,0.8593880534172058,0.8208906650543213,0.21926212310791016,0.7847105860710144,0.5242850184440613,0.667704164981842,0.036180078983306885,-0.015040069818496704,Good,0.00152094516284877,Still
67,0.8593803644180298,0.8204714059829712,0.21922020614147186,0.7845529913902283,0.5243219137191772,0.6682593822479248,0.03591841459274292,-0.014978371560573578,Good,0.0011388453260989175,Still
68,0.8594743013381958,0.8206970691680908,0.21901163458824158,0.7846893668174744,0.524320125579834,0.6683018207550049,0.036007702350616455,-0.014922842383384705,Good,0.0005361096571175925,Still
69,0.8593802452087402,0.8206759095191956,0.21866056323051453,0.7848711013793945,0.524360716342926,0.668420135974884,0.035804808139801025,-0.014659687876701355,Good,0.0006168120733610917,Still
70,0.8587803840637207,0.8206706643104553,0.21912837028503418,0.7842887043952942,0.5240880250930786,0.6684507727622986,0.03638195991516113,-0.014866352081298828,Good,0.0016213047938922513,Still
71,0.8587196469306946,0.8202400803565979,0.21953389048576355,0.7841681241989136,0.5244281888008118,0.6685343980789185,0.036071956157684326,-0.014698579907417297,Good,0.0012082062787887806,Still
72,0.858712375164032,0.8200531601905823,0.2196722775697708,0.7841404676437378,0.5249038338661194,0.6687218546867371,0.03591269254684448,-0.014288492500782013,Good,0.0008394367673229418,Still
73,0.8591078519821167,0.8201349377632141,0.21948480606079102,0.784408450126648,0.523884654045105,0.6686992645263672,0.03572648763656616,-0.015411674976348877,Good,0.0017503212069164993,Still
74,0.8593866229057312,0.8213317394256592,0.21948440372943878,0.7845061421394348,0.5233293771743774,0.6687172651290894,0.036825597286224365,-0.01610613614320755,Good,0.0018821012797971158,Still
75,0.8601170778274536,0.8214277029037476,0.21949009597301483,0.7848706841468811,0.5231302976608276,0.6687474846839905,0.036557018756866455,-0.016673289239406586,Good,0.0013026780608379836,Still
76,0.8600333333015442,0.8213393688201904,0.2195497751235962,0.7845708131790161,0.5231335759162903,0.6686584949493408,0.036768555641174316,-0.016657978296279907,Good,0.0005165231770600652,Still
77,0.8601388931274414,0.8218686580657959,0.2199961245059967,0.7846702933311462,0.5222358107566833,0.6686370968818665,0.03719836473464966,-0.017831698060035706,Good,0.0018950338580311882,Still
78,0.8601840734481812,0.8218275904655457,0.22044439613819122,0.7847884297370911,0.522101879119873,0.6686452627182007,0.03703916072845459,-0.01821235567331314,Good,0.0006588131637396497,Still
79,0.8605767488479614,0.8217911124229431,0.22008736431598663,0.7860195636749268,0.5209104418754578,0.6688840389251709,0.03577154874801636,-0.019421614706516266,Good,0.002891353394580489,Still
80,0.8609512448310852,0.8217863440513611,0.2206900417804718,0.7860183119773865,0.5201072692871094,0.6688784956932068,0.03576803207397461,-0.02071337401866913,Good,0.0017803968203895725,Still
81,0.8609597086906433,0.821681022644043,0.22047583758831024,0.787121593952179,0.5201137065887451,0.6691181063652039,0.034559428691864014,-0.02060406655073166,Good,0.0014692417662123163,Still
82,0.8610407114028931,0.8219273090362549,0.2201927900314331,0.7871265411376953,0.5201316475868225,0.6692492365837097,0.03480076789855957,-0.020485103130340576,Good,0.0006747078092459735,Still
83,0.8609176874160767,0.8219195008277893,0.21955522894859314,0.7883942127227783,0.520719587802887,0.6696128845214844,0.033525288105010986,-0.019516870379447937,Good,0.002233554254678623,Still
84,0.8610436320304871,0.822409451007843,0.21951191127300262,0.7883968353271484,0.5204371213912964,0.6696628332138062,0.03401261568069458,-0.019840650260448456,Good,0.0008361243056368709,Still
85,0.8611167669296265,0.822395920753479,0.21895067393779755,0.7881786227226257,0.5201479196548462,0.6697854995727539,0.03421729803085327,-0.019885800778865814,Good,0.0009906832862851276,Still
86,0.861380398273468,0.8224308490753174,0.218773752450943,0.7881479859352112,0.5202081799507141,0.6697672605514526,0.0342828631401062,-0.019868895411491394,Good,0.0005084496390657139,Still
87,0.8612073659896851,0.8223376870155334,0.21802595257759094,0.7893852591514587,0.5209112167358398,0.669905960559845,0.03295242786407471,-0.018705442547798157,Good,0.002358806483026734,Still
88,0.8611906170845032,0.8223570585250854,0.21801690757274628,0.7891550660133362,0.5209294557571411,0.6705201268196106,0.03320199251174927,-0.018674306571483612,Good,0.0008704160222176625,Still
89,0.8614920377731323,0.8228709101676941,0.21801622211933136,0.7892645597457886,0.5208579301834106,0.6704652309417725,0.03360635042190552,-0.018896199762821198,Good,0.0007953925375658526,Still
90,0.8614722490310669,0.8227674961090088,0.21838736534118652,0.7892510890960693,0.520905613899231,0.6704168915748596,0.03351640701293945,-0.019024193286895752,Good,0.000544578125062176,Still
91,0.8614617586135864,0.8227671384811401,0.21816346049308777,0.7895676493644714,0.5214515328407288,0.6704501509666443,0.0331994891166687,-0.018361076712608337,Good,0.0009451695615933186,Still
92,0.861414909362793,0.8226346969604492,0.2182462513446808,0.7893264889717102,0.5211886763572693,0.6705543398857117,0.033308207988739014,-0.01864190399646759,Good,0.0006782115825341067,Still
93,0.8614544868469238,0.8226398229598999,0.218133807182312,0.7897073030471802,0.521179735660553,0.6705445647239685,0.03293251991271973,-0.01861441135406494,Good,0.0004502233832226402,Still
94,0.8610466122627258,0.8226486444473267,0.21798951923847198,0.7896336913108826,0.5215092301368713,0.6705455780029297,0.03301495313644409,-0.01800883561372757,Good,0.0008994465523385843,Still
95,0.8608400225639343,0.8223541975021362,0.21810953319072723,0.7881811261177063,0.5219078063964844,0.6708992719650269,0.03417307138442993,-0.017566971480846405,Good,0.0023500878985337503,Still
96,0.8608309030532837,0.822109580039978,0.21847379207611084,0.7882693409919739,0.5227798819541931,0.6709100604057312,0.03384023904800415,-0.01687246561050415,Good,0.0014917181542030435,Still
97,0.8608633279800415,0.8217929601669312,0.21851429343223572,0.7880620956420898,0.5238243341445923,0.670822262763977,0.03373086452484131,-0.015864476561546326,Good,0.0015775775254830476,Still
98,0.8610067367553711,0.821411669254303,0.21852540969848633,0.7879993319511414,0.5239637494087219,0.670756459236145,0.03341233730316162,-0.015802323818206787,Good,0.0006252732786571091,Still
99,0.8610288500785828,0.82072913646698,0.21855361759662628,0.7879685163497925,0.5240800976753235,0.670755922794342,0.0327606201171875,-0.015711136162281036,Good,0.0008410170503766366,Still
100,0.860443115234375,0.8190441131591797,0.21920602023601532,0.7879734039306641,0.5248420834541321,0.6707348227500916,0.031070709228515625,-0.01498248428106308,Good,0.0031986239353438716,Still
101,0.8604946136474609,0.8181332349777222,0.21921733021736145,0.7881506085395813,0.525157630443573,0.670701265335083,0.02998262643814087,-0.014698341488838196,Good,0.0014072243087328842,Still
102,0.8605181574821472,0.8173368573188782,0.21925485134124756,0.7882691621780396,0.5253742337226868,0.6706294417381287,0.029067695140838623,-0.01451227068901062,Good,0.0011492759207149426,Still
103,0.8604121208190918,0.8172824382781982,0.21923990547657013,0.7885483503341675,0.5256403684616089,0.6704729795455933,0.02873408794403076,-0.014185644686222076,Good,0.000707493642260231,Still
104,0.8601740002632141,0.817264974117279,0.22039338946342468,0.7879133224487305,0.5285295248031616,0.6696818470954895,0.029351651668548584,-0.011754170060157776,Good,0.004551008897707449,Still
105,0.8587137460708618,0.8172481060028076,0.21981680393218994,0.7874165177345276,0.5286795496940613,0.6691111922264099,0.02983158826828003,-0.0105857253074646,Good,0.002811492886482571,Still
106,0.8586586117744446,0.817181408405304,0.21972906589508057,0.7878367304801941,0.5290611386299133,0.6687915921211243,0.029344677925109863,-0.010132700204849243,Good,0.0010135592270518398,Still
107,0.8586627244949341,0.817173182964325,0.22078008949756622,0.7858149409294128,0.5276280641555786,0.668779194355011,0.03135824203491211,-0.01209334284067154,Good,0.003720982713059656,Still
108,0.8586443066596985,0.8171592354774475,0.22086027264595032,0.7842357754707336,0.5269598960876465,0.6683734059333801,0.03292346000671387,-0.012792393565177917,Good,0.0023860398800253507,Still
109,0.8584805727005005,0.8168569803237915,0.22111579775810242,0.783780038356781,0.526879608631134,0.6674619317054749,0.0330769419670105,-0.01291857659816742,Good,0.0017812415961175393,Still
110,0.8586261868476868,0.8172479271888733,0.22109851241111755,0.7837439179420471,0.5265805721282959,0.6668584942817688,0.03350400924682617,-0.013281777501106262,Good,0.0011306961526476045,Still
111,0.8586400151252747,0.8168708682060242,0.22145509719848633,0.7837590575218201,0.5265675187110901,0.6666644215583801,0.0331118106842041,-0.013480037450790405,Good,0.0009287297188892333,Still
112,0.859153151512146,0.8168646693229675,0.22237297892570496,0.7831227779388428,0.5255480408668518,0.6665287613868713,0.033741891384124756,-0.01521502435207367,Good,0.00265849018100121,Still
113,0.8599077463150024,0.8174958825111389,0.22447852790355682,0.7819823026657104,0.5250015258789062,0.6649730205535889,0.03551357984542847,-0.017191611230373383,Good,0.0050273133123074605,Still
114,0.8597931861877441,0.8184060454368591,0.22599712014198303,0.7808952331542969,0.5229952335357666,0.6649559736251831,0.037510812282562256,-0.019899919629096985,Good,0.004791285709328987,Still
115,0.8589797019958496,0.8183996081352234,0.22716554999351501,0.7803774476051331,0.5229958295822144,0.664933443069458,0.03802216053009033,-0.020076796412467957,Good,0.0021140661722358965,Still
116,0.8581854104995728,0.8183517456054688,0.22739925980567932,0.7783756852149963,0.5227000713348389,0.664298415184021,0.03997606039047241,-0.02009226381778717,Good,0.0035116151321617018,Still
117,0.8577386140823364,0.8182966709136963,0.2275245189666748,0.7779526114463806,0.5226966738700867,0.6639865636825562,0.040344059467315674,-0.019934892654418945,Good,0.0012032750456585375,Still
118,0.8577452898025513,0.8182842135429382,0.22910597920417786,0.7778019309043884,0.5225095152854919,0.6637333631515503,0.040482282638549805,-0.02091611921787262,Good,0.0019176189501103587,Still
119,0.8579379916191101,0.8184025883674622,0.22922071814537048,0.7777803540229797,0.5224340558052063,0.6631527543067932,0.04062223434448242,-0.021145299077033997,Good,0.0009283981183430557,Still
120,0.8579869270324707,0.8189128041267395,0.22984659671783447,0.7776697278022766,0.5224360227584839,0.6627053022384644,0.04124307632446289,-0.0214807391166687,Good,0.0015955936727406065,Still
121,0.8578033447265625,0.8192644715309143,0.22979533672332764,0.7776548266410828,0.5221928358078003,0.6618653535842896,0.04160964488983154,-0.021606504917144775,Good,0.0013245286352869174,Still
122,0.8573695421218872,0.8191675543785095,0.23164968192577362,0.7758501172065735,0.5212745666503906,0.6615486741065979,0.043317437171936035,-0.02323504537343979,Good,0.004003418858444851,Still
123,0.8573693037033081,0.819634199142456,0.232079416513443,0.7757505178451538,0.5211220979690552,0.6599504351615906,0.043883681297302246,-0.023602262139320374,Good,0.0025132655570229484,Still
124,0.8574086427688599,0.819379985332489,0.2320445328950882,0.775813639163971,0.5213996171951294,0.657835841178894,0.043566346168518066,-0.023326970636844635,Good,0.002462085785233901,Still
125,0.8564335703849792,0.8193024396896362,0.2320164144039154,0.7760389447212219,0.521742045879364,0.6573212742805481,0.04326349496841431,-0.022482946515083313,Good,0.001823295455899119,Still
126,0.8562244176864624,0.8190510272979736,0.2321348488330841,0.7759135365486145,0.5226308107376099,0.6564223170280457,0.04313749074935913,-0.02154882252216339,Good,0.0017636609888198554,Still
127,0.8562501072883606,0.8190475106239319,0.23289033770561218,0.7761157751083374,0.5244690179824829,0.6563581228256226,0.04293173551559448,-0.02010120451450348,Good,0.0026473464160090636,Still
128,0.8562520146369934,0.8192161321640015,0.2330063134431839,0.7763896584510803,0.5245012640953064,0.6562636494636536,0.04282647371292114,-0.020127899944782257,Good,0.0005658837029972483,Still
129,0.8556607961654663,0.8193140625953674,0.23324032127857208,0.7762556076049805,0.5247452259063721,0.6562051177024841,0.04305845499038696,-0.019705332815647125,Good,0.001119843064547247,Still
130,0.8556702733039856,0.8196321129798889,0.23298589885234833,0.7763751149177551,0.5260887742042542,0.6555268168449402,0.04325699806213379,-0.01823931187391281,Good,0.0021043464680079024,Still
131,0.8556829690933228,0.819877564907074,0.2329137623310089,0.7768018841743469,0.5279088616371155,0.655177116394043,0.04307568073272705,-0.016389504075050354,Good,0.0025319806005210613,Still
132,0.8554269671440125,0.8198893070220947,0.23272386193275452,0.7770233154296875,0.5281046628952026,0.6546192169189453,0.04286599159240723,-0.015970751643180847,Good,0.0011392411183618913,Still
133,0.8555362820625305,0.8202943801879883,0.23171524703502655,0.7770910859107971,0.5274761319160461,0.6546583771705627,0.04320329427719116,-0.01614963263273239,Good,0.0020602029487458624,Still
134,0.8553996086120605,0.8192043304443359,0.23157720267772675,0.7770304083824158,0.5284157991409302,0.6546057462692261,0.042173922061920166,-0.01507260650396347,Good,0.002190515851086124,Still
135,0.8552312850952148,0.8190966844558716,0.23162321746349335,0.7777652144432068,0.529961109161377,0.6542763113975525,0.041331470012664795,-0.013466142117977142,Good,0.0025160814109030398,Still
136,0.8553856015205383,0.8193266987800598,0.23184382915496826,0.7758626341819763,0.5296546220779419,0.654591977596283,0.043464064598083496,-0.013960093259811401,Good,0.002632288658077625,Still
137,0.8573611378669739,0.8193687200546265,0.23225054144859314,0.7761155366897583,0.5286163091659546,0.65460604429245,0.043253183364868164,-0.01618953049182892,Good,0.0034933220530211713,Still
138,0.8573588132858276,0.8191467523574829,0.23283839225769043,0.7762107849121094,0.5280581116676331,0.6545666456222534,0.042935967445373535,-0.017040491104125977,Good,0.0013770833096706857,Still
139,0.8581115007400513,0.8191580176353455,0.2328391820192337,0.7762078642845154,0.5271252393722534,0.654640793800354,0.04295015335083008,-0.01835010200738907,Good,0.0016916117176921839,Still
140,0.8581246137619019,0.8187932372093201,0.2334689199924469,0.7761880159378052,0.5271299481391907,0.654403567314148,0.04260522127151489,-0.018666818737983704,Good,0.0012323399456871283,Still
141,0.8582146763801575,0.8179219961166382,0.2334326058626175,0.7761366963386536,0.5273315906524658,0.6543903946876526,0.04178529977798462,-0.01849205046892166,Good,0.0011408243049944782,Still
142,0.8585934638977051,0.8176010847091675,0.2336687594652176,0.7760358452796936,0.5272723436355591,0.6543782949447632,0.04156523942947388,-0.018858768045902252,Good,0.0008137082551006205,Still
143,0.8585894703865051,0.8174985647201538,0.23390889167785645,0.7758123874664307,0.5269279479980469,0.6544109582901001,0.041686177253723145,-0.01932123303413391,Good,0.0007765584709624989,Still
144,0.8587207794189453,0.8170152902603149,0.23434500396251678,0.7757759690284729,0.5260362029075623,0.6543923616409302,0.04123932123184204,-0.020496688783168793,Good,0.001830364851786594,Still
145,0.8587191700935364,0.816767692565918,0.23435263335704803,0.775925874710083,0.5260297656059265,0.6541633009910583,0.04084181785583496,-0.020506136119365692,Good,0.0006268537140255545,Still
146,0.8587234616279602,0.8168345093727112,0.23415617644786835,0.7765206694602966,0.5258450508117676,0.6539584398269653,0.04031383991241455,-0.020594768226146698,Good,0.0009691937095890511,Still
147,0.8592771291732788,0.8165435194969177,0.23381030559539795,0.7775325179100037,0.5264327526092529,0.6539487242698669,0.03901100158691406,-0.02011096477508545,Good,0.0022825889315644106,Still
148,0.8591581583023071,0.815363883972168,0.23246482014656067,0.7790663242340088,0.5276788473129272,0.6539358496665955,0.03629755973815918,-0.018132641911506653,Good,0.0044720977683041134,Still
149,0.8591195940971375,0.8154839873313904,0.2324671447277069,0.7796679735183716,0.5282078385353088,0.6536118388175964,0.0358160138130188,-0.017585530877113342,Good,0.0013481309905432233,Still
150,0.8591171503067017,0.8151123523712158,0.231480672955513,0.7806844115257263,0.5291694402694702,0.6536213755607605,0.0344279408454895,-0.016129471361637115,Good,0.0027497216074515067,Still
151,0.8591165542602539,0.8151792883872986,0.23010706901550293,0.783149778842926,0.5303401350975037,0.653410017490387,0.03202950954437256,-0.014271676540374756,Good,0.004078761816525207,Still
152,0.85914146900177,0.8151413798332214,0.22992601990699768,0.7833967208862305,0.5322049856185913,0.6533890962600708,0.03174465894699097,-0.012328758835792542,Good,0.002216532046986691,Still
153,0.8591782450675964,0.8150811791419983,0.2297234982252121,0.7834010720252991,0.5322018265724182,0.6536501049995422,0.03168010711669922,-0.012249045073986053,Good,0.0005341413111413992,Still
